Geo Point,Geo Shape,OBJECTID,NeworkID
"-37.7989965603, 144.9722934326","{""coordinates"": [144.9722934326, -37.7989965603], ""type"": ""Point""}",3633,103745
"-37.8095963978, 144.9589711789","{""coordinates"": [144.9589711789, -37.8095963978], ""type"": ""Point""}",3646,100163
"-37.7967316308, 144.9709234901","{""coordinates"": [144.9709234901, -37.7967316308], ""type"": ""Point""}",3649,108244
"-37.8132345069, 144.9609079878","{""coordinates"": [144.9609079878, -37.8132345069], ""type"": ""Point""}",3654,104659
"-37.7800444352, 144.9591681921","{""coordinates"": [144.9591681921, -37.7800444352], ""type"": ""Point""}",3655,108521
"-37.79534647, 144.9722739572","{""coordinates"": [144.9722739572, -37.79534647], ""type"": ""Point""}",3663,517585
"-37.7951325939, 144.9553344842","{""coordinates"": [144.9553344842, -37.7951325939], ""type"": ""Point""}",3672,107340
"-37.8026237325, 144.9672926787","{""coordinates"": [144.9672926787, -37.8026237325], ""type"": ""Point""}",3699,107557
"-37.8080314742, 144.9502320637","{""coordinates"": [144.9502320637, -37.8080314742], ""type"": ""Point""}",3714,109001
"-37.8119124675, 144.9722963179","{""coordinates"": [144.9722963179, -37.8119124675], ""type"": ""Point""}",3729,101107
"-37.8001320659, 144.9719949267","{""coordinates"": [144.9719949267, -37.8001320659], ""type"": ""Point""}",3749,600451
"-37.8139517645, 144.9521674488","{""coordinates"": [144.9521674488, -37.8139517645], ""type"": ""Point""}",3757,108961
"-37.7937341068, 144.9411355418","{""coordinates"": [144.9411355418, -37.7937341068], ""type"": ""Point""}",3759,624199
"-37.8076945175, 144.9521521823","{""coordinates"": [144.9521521823, -37.8076945175], ""type"": ""Point""}",3761,108436
"-37.8005759265, 144.96323415","{""coordinates"": [144.96323415, -37.8005759265], ""type"": ""Point""}",3772,104456
"-37.8002353415, 144.9664202761","{""coordinates"": [144.9664202761, -37.8002353415], ""type"": ""Point""}",3786,102594
"-37.7941972704, 144.9254240398","{""coordinates"": [144.9254240398, -37.7941972704], ""type"": ""Point""}",3791,108323
"-37.7991510315, 144.973844655","{""coordinates"": [144.973844655, -37.7991510315], ""type"": ""Point""}",3794,103752
"-37.7976221962, 144.9694962283","{""coordinates"": [144.9694962283, -37.7976221962], ""type"": ""Point""}",3798,103099
"-37.7978909247, 144.9308571517","{""coordinates"": [144.9308571517, -37.7978909247], ""type"": ""Point""}",3834,108823
"-37.7916557515, 144.9274669054","{""coordinates"": [144.9274669054, -37.7916557515], ""type"": ""Point""}",3835,615190
"-37.8058719968, 144.9588027515","{""coordinates"": [144.9588027515, -37.8058719968], ""type"": ""Point""}",3854,109844
"-37.7931828625, 144.9207776133","{""coordinates"": [144.9207776133, -37.7931828625], ""type"": ""Point""}",3858,620747
"-37.7958209044, 144.9490154334","{""coordinates"": [144.9490154334, -37.7958209044], ""type"": ""Point""}",3869,103840
"-37.8379078973, 144.985084528","{""coordinates"": [144.985084528, -37.8379078973], ""type"": ""Point""}",3903,109511
"-37.7990999443, 144.9490986859","{""coordinates"": [144.9490986859, -37.7990999443], ""type"": ""Point""}",3904,102355
"-37.7935401496, 144.942317931","{""coordinates"": [144.942317931, -37.7935401496], ""type"": ""Point""}",3911,106528
"-37.8230323764, 144.938843211","{""coordinates"": [144.938843211, -37.8230323764], ""type"": ""Point""}",3931,627722
"-37.8373177616, 144.9833980892","{""coordinates"": [144.9833980892, -37.8373177616], ""type"": ""Point""}",3936,106441
"-37.8148868428, 144.9547419342","{""coordinates"": [144.9547419342, -37.8148868428], ""type"": ""Point""}",3944,105313
"-37.8149190241, 144.9544951195","{""coordinates"": [144.9544951195, -37.8149190241], ""type"": ""Point""}",3953,105716
"-37.7902979885, 144.9423406412","{""coordinates"": [144.9423406412, -37.7902979885], ""type"": ""Point""}",3961,617702
"-37.8012703864, 144.9445278053","{""coordinates"": [144.9445278053, -37.8012703864], ""type"": ""Point""}",3967,105786
"-37.8145022015, 144.9832261675","{""coordinates"": [144.9832261675, -37.8145022015], ""type"": ""Point""}",3970,102011
"-37.7942815815, 144.9425244829","{""coordinates"": [144.9425244829, -37.7942815815], ""type"": ""Point""}",3974,103557
"-37.7963921002, 144.9364861723","{""coordinates"": [144.9364861723, -37.7963921002], ""type"": ""Point""}",3978,607957
"-37.8049238954, 144.9445085918","{""coordinates"": [144.9445085918, -37.8049238954], ""type"": ""Point""}",3980,109749
"-37.7975642041, 144.967752246","{""coordinates"": [144.967752246, -37.7975642041], ""type"": ""Point""}",3988,106188
"-37.7945202239, 144.92909773","{""coordinates"": [144.92909773, -37.7945202239], ""type"": ""Point""}",3990,106325
"-37.7938311271, 144.9573199216","{""coordinates"": [144.9573199216, -37.7938311271], ""type"": ""Point""}",4000,103781
"-37.8132491359, 144.9721172385","{""coordinates"": [144.9721172385, -37.8132491359], ""type"": ""Point""}",4014,102166
"-37.7929505541, 144.9261784992","{""coordinates"": [144.9261784992, -37.7929505541], ""type"": ""Point""}",4021,103373
"-37.7954963724, 144.9572714858","{""coordinates"": [144.9572714858, -37.7954963724], ""type"": ""Point""}",4040,106785
"-37.7961840729, 144.9305618828","{""coordinates"": [144.9305618828, -37.7961840729], ""type"": ""Point""}",4044,100984
"-37.7952445403, 144.9324485615","{""coordinates"": [144.9324485615, -37.7952445403], ""type"": ""Point""}",4045,574483
"-37.793779895, 144.9245425068","{""coordinates"": [144.9245425068, -37.793779895], ""type"": ""Point""}",4059,100709
"-37.8238474767, 144.9653979706","{""coordinates"": [144.9653979706, -37.8238474767], ""type"": ""Point""}",4061,110405
"-37.8040139642, 144.9512654298","{""coordinates"": [144.9512654298, -37.8040139642], ""type"": ""Point""}",4094,597162
"-37.8153492686, 144.9835593948","{""coordinates"": [144.9835593948, -37.8153492686], ""type"": ""Point""}",4106,104262
"-37.7977541412, 144.9710072855","{""coordinates"": [144.9710072855, -37.7977541412], ""type"": ""Point""}",4108,103087
"-37.7916858154, 144.9294177204","{""coordinates"": [144.9294177204, -37.7916858154], ""type"": ""Point""}",4110,614910
"-37.7896038094, 144.933371936","{""coordinates"": [144.933371936, -37.7896038094], ""type"": ""Point""}",4119,615648
"-37.8273773007, 144.9556413374","{""coordinates"": [144.9556413374, -37.8273773007], ""type"": ""Point""}",4124,110348
"-37.8126133531, 144.9851611297","{""coordinates"": [144.9851611297, -37.8126133531], ""type"": ""Point""}",4125,104346
"-37.7901488371, 144.9314767488","{""coordinates"": [144.9314767488, -37.7901488371], ""type"": ""Point""}",4127,615321
"-37.8368099125, 144.982268545","{""coordinates"": [144.982268545, -37.8368099125], ""type"": ""Point""}",4133,107414
"-37.7904058398, 144.9331796202","{""coordinates"": [144.9331796202, -37.7904058398], ""type"": ""Point""}",4135,615021
"-37.7916428083, 144.920865435","{""coordinates"": [144.920865435, -37.7916428083], ""type"": ""Point""}",4143,110832
"-37.799966084, 144.9667544613","{""coordinates"": [144.9667544613, -37.799966084], ""type"": ""Point""}",4145,106121
"-37.8054349842, 144.9459082818","{""coordinates"": [144.9459082818, -37.8054349842], ""type"": ""Point""}",4150,106607
"-37.8108757912, 144.9741190264","{""coordinates"": [144.9741190264, -37.8108757912], ""type"": ""Point""}",4152,108974
"-37.8079087378, 144.945377538","{""coordinates"": [144.945377538, -37.8079087378], ""type"": ""Point""}",4153,105078
"-37.8026005407, 144.9475899891","{""coordinates"": [144.9475899891, -37.8026005407], ""type"": ""Point""}",4157,107982
"-37.789395228, 144.9286093482","{""coordinates"": [144.9286093482, -37.789395228], ""type"": ""Point""}",4159,618398
"-37.7941141501, 144.9577068293","{""coordinates"": [144.9577068293, -37.7941141501], ""type"": ""Point""}",4167,108473
"-37.7934154155, 144.9189799049","{""coordinates"": [144.9189799049, -37.7934154155], ""type"": ""Point""}",4186,110986
"-37.8351642777, 144.9826108732","{""coordinates"": [144.9826108732, -37.8351642777], ""type"": ""Point""}",4188,107391
"-37.7931929084, 144.9255531183","{""coordinates"": [144.9255531183, -37.7931929084], ""type"": ""Point""}",4207,100721
"-37.7901120913, 144.9310929262","{""coordinates"": [144.9310929262, -37.7901120913], ""type"": ""Point""}",4213,615326
"-37.7967300584, 144.9680157652","{""coordinates"": [144.9680157652, -37.7967300584], ""type"": ""Point""}",4221,106183
"-37.7955358023, 144.9718471635","{""coordinates"": [144.9718471635, -37.7955358023], ""type"": ""Point""}",4237,107603
"-37.7967615943, 144.9724492076","{""coordinates"": [144.9724492076, -37.7967615943], ""type"": ""Point""}",4257,107161
"-37.7961100824, 144.9476041401","{""coordinates"": [144.9476041401, -37.7961100824], ""type"": ""Point""}",4270,101824
"-37.7920743189, 144.9248881382","{""coordinates"": [144.9248881382, -37.7920743189], ""type"": ""Point""}",4275,110024
"-37.8094671327, 144.984019106","{""coordinates"": [144.984019106, -37.8094671327], ""type"": ""Point""}",4277,101999
"-37.7872598376, 144.9427308415","{""coordinates"": [144.9427308415, -37.7872598376], ""type"": ""Point""}",4282,108609
"-37.7937323076, 144.9305347357","{""coordinates"": [144.9305347357, -37.7937323076], ""type"": ""Point""}",4284,618523
"-37.7890527053, 144.9354273759","{""coordinates"": [144.9354273759, -37.7890527053], ""type"": ""Point""}",4290,615044
"-37.7967798299, 144.9703360726","{""coordinates"": [144.9703360726, -37.7967798299], ""type"": ""Point""}",4302,108200
"-37.8163421317, 144.9872476084","{""coordinates"": [144.9872476084, -37.8163421317], ""type"": ""Point""}",4312,110005
"-37.7966198228, 144.9187709078","{""coordinates"": [144.9187709078, -37.7966198228], ""type"": ""Point""}",4316,558164
"-37.7914861893, 144.9349012173","{""coordinates"": [144.9349012173, -37.7914861893], ""type"": ""Point""}",4318,614661
"-37.8016406582, 144.969346493","{""coordinates"": [144.969346493, -37.8016406582], ""type"": ""Point""}",4326,108162
"-37.8119105766, 144.9702484847","{""coordinates"": [144.9702484847, -37.8119105766], ""type"": ""Point""}",4329,101221
"-37.8116203517, 144.965289671","{""coordinates"": [144.965289671, -37.8116203517], ""type"": ""Point""}",4332,105696
"-37.7949840331, 144.9256886803","{""coordinates"": [144.9256886803, -37.7949840331], ""type"": ""Point""}",4340,105248
"-37.7964764602, 144.9656579863","{""coordinates"": [144.9656579863, -37.7964764602], ""type"": ""Point""}",4368,109557
"-37.7958299773, 144.9284508084","{""coordinates"": [144.9284508084, -37.7958299773], ""type"": ""Point""}",4371,102979
"-37.7905225565, 144.9283867934","{""coordinates"": [144.9283867934, -37.7905225565], ""type"": ""Point""}",4382,614813
"-37.8083643774, 144.9543736682","{""coordinates"": [144.9543736682, -37.8083643774], ""type"": ""Point""}",4385,110110
"-37.7930187619, 144.973138628","{""coordinates"": [144.973138628, -37.7930187619], ""type"": ""Point""}",4392,107701
"-37.7931160401, 144.9238625473","{""coordinates"": [144.9238625473, -37.7931160401], ""type"": ""Point""}",4399,100932
"-37.7919213753, 144.9446490749","{""coordinates"": [144.9446490749, -37.7919213753], ""type"": ""Point""}",4402,103872
"-37.7908873386, 144.9234377359","{""coordinates"": [144.9234377359, -37.7908873386], ""type"": ""Point""}",4406,102400
"-37.8077563115, 144.9520393451","{""coordinates"": [144.9520393451, -37.8077563115], ""type"": ""Point""}",4418,108434
"-37.7951655934, 144.9219378558","{""coordinates"": [144.9219378558, -37.7951655934], ""type"": ""Point""}",4431,106908
"-37.8064676465, 144.9434127396","{""coordinates"": [144.9434127396, -37.8064676465], ""type"": ""Point""}",4442,105089
"-37.7983712427, 144.9735940855","{""coordinates"": [144.9735940855, -37.7983712427], ""type"": ""Point""}",4443,100809
"-37.7994924385, 144.9707964843","{""coordinates"": [144.9707964843, -37.7994924385], ""type"": ""Point""}",4449,600015
"-37.7895728141, 144.9330301762","{""coordinates"": [144.9330301762, -37.7895728141], ""type"": ""Point""}",4473,615551
"-37.7877337024, 144.9415867805","{""coordinates"": [144.9415867805, -37.7877337024], ""type"": ""Point""}",4479,101980
"-37.8010949058, 144.9665070581","{""coordinates"": [144.9665070581, -37.8010949058], ""type"": ""Point""}",4480,106109
"-37.7942938482, 144.9431902576","{""coordinates"": [144.9431902576, -37.7942938482], ""type"": ""Point""}",4487,103565
"-37.8032005887, 144.9614195714","{""coordinates"": [144.9614195714, -37.8032005887], ""type"": ""Point""}",4488,100734
"-37.7964587694, 144.9698598769","{""coordinates"": [144.9698598769, -37.7964587694], ""type"": ""Point""}",4489,107181
"-37.834280486, 144.9866349165","{""coordinates"": [144.9866349165, -37.834280486], ""type"": ""Point""}",4496,102521
"-37.811893539, 144.9532273967","{""coordinates"": [144.9532273967, -37.811893539], ""type"": ""Point""}",4530,105324
"-37.7948930108, 144.9375308994","{""coordinates"": [144.9375308994, -37.7948930108], ""type"": ""Point""}",4531,617403
"-37.8122339984, 144.9709029245","{""coordinates"": [144.9709029245, -37.8122339984], ""type"": ""Point""}",4539,101117
"-37.8151297478, 144.9622297325","{""coordinates"": [144.9622297325, -37.8151297478], ""type"": ""Point""}",4567,101147
"-37.7987017513, 144.9660966283","{""coordinates"": [144.9660966283, -37.7987017513], ""type"": ""Point""}",4570,505517
"-37.8299733416, 144.9852997478","{""coordinates"": [144.9852997478, -37.8299733416], ""type"": ""Point""}",4571,108664
"-37.7995780677, 144.9728605402","{""coordinates"": [144.9728605402, -37.7995780677], ""type"": ""Point""}",4584,101508
"-37.8129807516, 144.9621748315","{""coordinates"": [144.9621748315, -37.8129807516], ""type"": ""Point""}",4585,103189
"-37.794619783, 144.9256217852","{""coordinates"": [144.9256217852, -37.794619783], ""type"": ""Point""}",4586,108290
"-37.7895241881, 144.9235999876","{""coordinates"": [144.9235999876, -37.7895241881], ""type"": ""Point""}",4602,618012
"-37.7953443148, 144.9564044853","{""coordinates"": [144.9564044853, -37.7953443148], ""type"": ""Point""}",4608,106779
"-37.7954775233, 144.9460919738","{""coordinates"": [144.9460919738, -37.7954775233], ""type"": ""Point""}",4612,101765
"-37.7959641487, 144.9181215577","{""coordinates"": [144.9181215577, -37.7959641487], ""type"": ""Point""}",4613,563710
"-37.8088546913, 144.9511921678","{""coordinates"": [144.9511921678, -37.8088546913], ""type"": ""Point""}",4629,108409
"-37.8068642696, 144.9544755874","{""coordinates"": [144.9544755874, -37.8068642696], ""type"": ""Point""}",4636,110129
"-37.8370708487, 144.9784135887","{""coordinates"": [144.9784135887, -37.8370708487], ""type"": ""Point""}",4641,578355
"-37.8113317496, 144.9663533626","{""coordinates"": [144.9663533626, -37.8113317496], ""type"": ""Point""}",4652,105690
"-37.7964948806, 144.9666743455","{""coordinates"": [144.9666743455, -37.7964948806], ""type"": ""Point""}",4653,557729
"-37.8325975134, 144.9851907165","{""coordinates"": [144.9851907165, -37.8325975134], ""type"": ""Point""}",4674,103655
"-37.8114086928, 144.9671667295","{""coordinates"": [144.9671667295, -37.8114086928], ""type"": ""Point""}",4678,108552
"-37.8005157303, 144.9620194742","{""coordinates"": [144.9620194742, -37.8005157303], ""type"": ""Point""}",4680,104462
"-37.796358571, 144.9736759089","{""coordinates"": [144.9736759089, -37.796358571], ""type"": ""Point""}",4685,107229
"-37.8070069471, 144.9633862916","{""coordinates"": [144.9633862916, -37.8070069471], ""type"": ""Point""}",4692,109387
"-37.7984382042, 144.9699643568","{""coordinates"": [144.9699643568, -37.7984382042], ""type"": ""Point""}",4694,108191
"-37.8025868854, 144.9524165844","{""coordinates"": [144.9524165844, -37.8025868854], ""type"": ""Point""}",4700,110812
"-37.8128403922, 144.9442199927","{""coordinates"": [144.9442199927, -37.8128403922], ""type"": ""Point""}",4702,650654
"-37.7814055206, 144.9590011113","{""coordinates"": [144.9590011113, -37.7814055206], ""type"": ""Point""}",4707,108511
"-37.7963568516, 144.9666921444","{""coordinates"": [144.9666921444, -37.7963568516], ""type"": ""Point""}",4711,105273
"-37.8237639367, 144.9632529983","{""coordinates"": [144.9632529983, -37.8237639367], ""type"": ""Point""}",4720,110364
"-37.8010008823, 144.9478918675","{""coordinates"": [144.9478918675, -37.8010008823], ""type"": ""Point""}",4725,100471
"-37.792642791, 144.9340721504","{""coordinates"": [144.9340721504, -37.792642791], ""type"": ""Point""}",4729,615402
"-37.8361081562, 144.9767364818","{""coordinates"": [144.9767364818, -37.8361081562], ""type"": ""Point""}",4734,100589
"-37.795693442, 144.9431575755","{""coordinates"": [144.9431575755, -37.795693442], ""type"": ""Point""}",4757,101382
"-37.8043858035, 144.9449222374","{""coordinates"": [144.9449222374, -37.8043858035], ""type"": ""Point""}",4763,100008
"-37.7999507526, 144.9509775922","{""coordinates"": [144.9509775922, -37.7999507526], ""type"": ""Point""}",4768,102227
"-37.8138869929, 144.9866406864","{""coordinates"": [144.9866406864, -37.8138869929], ""type"": ""Point""}",4776,104988
"-37.8008142803, 144.9421808884","{""coordinates"": [144.9421808884, -37.8008142803], ""type"": ""Point""}",4794,110784
"-37.8024966685, 144.9485137174","{""coordinates"": [144.9485137174, -37.8024966685], ""type"": ""Point""}",4797,102376
"-37.7846524406, 144.941389489","{""coordinates"": [144.941389489, -37.7846524406], ""type"": ""Point""}",4802,106406
"-37.7938142703, 144.9422710585","{""coordinates"": [144.9422710585, -37.7938142703], ""type"": ""Point""}",4808,106533
"-37.7965685767, 144.9684195112","{""coordinates"": [144.9684195112, -37.7965685767], ""type"": ""Point""}",4814,106064
"-37.7960073184, 144.9664726609","{""coordinates"": [144.9664726609, -37.7960073184], ""type"": ""Point""}",4827,107195
"-37.8296748068, 144.966156623","{""coordinates"": [144.966156623, -37.8296748068], ""type"": ""Point""}",4843,110618
"-37.8046571779, 144.9619979814","{""coordinates"": [144.9619979814, -37.8046571779], ""type"": ""Point""}",4846,107869
"-37.7899676745, 144.9307620775","{""coordinates"": [144.9307620775, -37.7899676745], ""type"": ""Point""}",4851,615331
"-37.8142774243, 144.9401994389","{""coordinates"": [144.9401994389, -37.8142774243], ""type"": ""Point""}",4865,601815
"-37.8228466229, 144.9385838612","{""coordinates"": [144.9385838612, -37.8228466229], ""type"": ""Point""}",4866,627700
"-37.8256144049, 144.9062480779","{""coordinates"": [144.9062480779, -37.8256144049], ""type"": ""Point""}",4878,589454
"-37.8060681422, 144.9541351945","{""coordinates"": [144.9541351945, -37.8060681422], ""type"": ""Point""}",4887,110118
"-37.7955766279, 144.9381979555","{""coordinates"": [144.9381979555, -37.7955766279], ""type"": ""Point""}",4891,106299
"-37.8004523036, 144.9696481009","{""coordinates"": [144.9696481009, -37.8004523036], ""type"": ""Point""}",4924,108171
"-37.8077959619, 144.9492598862","{""coordinates"": [144.9492598862, -37.8077959619], ""type"": ""Point""}",4930,109049
"-37.812927832, 144.9877768091","{""coordinates"": [144.9877768091, -37.812927832], ""type"": ""Point""}",4933,104361
"-37.7925640045, 144.9411528798","{""coordinates"": [144.9411528798, -37.7925640045], ""type"": ""Point""}",4945,624257
"-37.796498245, 144.9280328056","{""coordinates"": [144.9280328056, -37.796498245], ""type"": ""Point""}",4951,102442
"-37.7904432677, 144.9291507536","{""coordinates"": [144.9291507536, -37.7904432677], ""type"": ""Point""}",4978,614581
"-37.7916704051, 144.9264854014","{""coordinates"": [144.9264854014, -37.7916704051], ""type"": ""Point""}",4987,615220
"-37.7937973097, 144.9558048736","{""coordinates"": [144.9558048736, -37.7937973097], ""type"": ""Point""}",4992,107301
"-37.7890646994, 144.9316735671","{""coordinates"": [144.9316735671, -37.7890646994], ""type"": ""Point""}",5000,615796
"-37.7886837401, 144.9264615468","{""coordinates"": [144.9264615468, -37.7886837401], ""type"": ""Point""}",5005,618197
"-37.8358409639, 144.9811830503","{""coordinates"": [144.9811830503, -37.8358409639], ""type"": ""Point""}",5016,106484
"-37.7937768742, 144.9196233155","{""coordinates"": [144.9196233155, -37.7937768742], ""type"": ""Point""}",5034,111040
"-37.7966378813, 144.9197854291","{""coordinates"": [144.9197854291, -37.7966378813], ""type"": ""Point""}",5036,103649
"-37.806556905, 144.9436142337","{""coordinates"": [144.9436142337, -37.806556905], ""type"": ""Point""}",5037,105092
"-37.8038187045, 144.9482674632","{""coordinates"": [144.9482674632, -37.8038187045], ""type"": ""Point""}",5043,102383
"-37.8345844459, 144.9799061249","{""coordinates"": [144.9799061249, -37.8345844459], ""type"": ""Point""}",5062,104898
"-37.8020486914, 144.9555978862","{""coordinates"": [144.9555978862, -37.8020486914], ""type"": ""Point""}",5063,100951
"-37.7968355936, 144.9703280002","{""coordinates"": [144.9703280002, -37.7968355936], ""type"": ""Point""}",5073,108199
"-37.8128970618, 144.9650386794","{""coordinates"": [144.9650386794, -37.8128970618], ""type"": ""Point""}",5078,109285
"-37.7990692245, 144.9734864369","{""coordinates"": [144.9734864369, -37.7990692245], ""type"": ""Point""}",5088,569293
"-37.8020860217, 144.9487740784","{""coordinates"": [144.9487740784, -37.8020860217], ""type"": ""Point""}",5114,107852
"-37.7965728886, 144.9231574002","{""coordinates"": [144.9231574002, -37.7965728886], ""type"": ""Point""}",5115,574508
"-37.7970246737, 144.9293595326","{""coordinates"": [144.9293595326, -37.7970246737], ""type"": ""Point""}",5119,107062
"-37.8357893723, 144.9811942812","{""coordinates"": [144.9811942812, -37.8357893723], ""type"": ""Point""}",5130,106483
"-37.8138715271, 144.9554057619","{""coordinates"": [144.9554057619, -37.8138715271], ""type"": ""Point""}",5132,105722
"-37.8173357364, 144.9493732829","{""coordinates"": [144.9493732829, -37.8173357364], ""type"": ""Point""}",5133,573401
"-37.7992548514, 144.9493723526","{""coordinates"": [144.9493723526, -37.7992548514], ""type"": ""Point""}",5145,104706
"-37.7969606584, 144.9680059982","{""coordinates"": [144.9680059982, -37.7969606584], ""type"": ""Point""}",5146,103131
"-37.7972594877, 144.9374708721","{""coordinates"": [144.9374708721, -37.7972594877], ""type"": ""Point""}",5168,108270
"-37.8128080947, 144.9862370467","{""coordinates"": [144.9862370467, -37.8128080947], ""type"": ""Point""}",5173,107666
"-37.7934874751, 144.920206476","{""coordinates"": [144.920206476, -37.7934874751], ""type"": ""Point""}",5222,620742
"-37.797522684, 144.9312017685","{""coordinates"": [144.9312017685, -37.797522684], ""type"": ""Point""}",5224,100972
"-37.8291257108, 144.9707070145","{""coordinates"": [144.9707070145, -37.8291257108], ""type"": ""Point""}",5231,108658
"-37.7953914242, 144.9422812925","{""coordinates"": [144.9422812925, -37.7953914242], ""type"": ""Point""}",5234,105404
"-37.7888437971, 144.9425695005","{""coordinates"": [144.9425695005, -37.7888437971], ""type"": ""Point""}",5239,108839
"-37.7913687764, 144.9334434157","{""coordinates"": [144.9334434157, -37.7913687764], ""type"": ""Point""}",5246,614918
"-37.7969124787, 144.9204109046","{""coordinates"": [144.9204109046, -37.7969124787], ""type"": ""Point""}",5255,560412
"-37.7959827791, 144.9231634772","{""coordinates"": [144.9231634772, -37.7959827791], ""type"": ""Point""}",5265,558582
"-37.8364200778, 144.9766694571","{""coordinates"": [144.9766694571, -37.8364200778], ""type"": ""Point""}",5275,109540
"-37.8019724774, 144.9495448481","{""coordinates"": [144.9495448481, -37.8019724774], ""type"": ""Point""}",5292,103431
"-37.807073583, 144.9155561845","{""coordinates"": [144.9155561845, -37.807073583], ""type"": ""Point""}",5299,104047
"-37.8119445019, 144.9889261357","{""coordinates"": [144.9889261357, -37.8119445019], ""type"": ""Point""}",5301,104538
"-37.8365178136, 144.9094246477","{""coordinates"": [144.9094246477, -37.8365178136], ""type"": ""Point""}",5304,654993
"-37.7946552888, 144.9463313004","{""coordinates"": [144.9463313004, -37.7946552888], ""type"": ""Point""}",5308,103586
"-37.8188906369, 144.9889062106","{""coordinates"": [144.9889062106, -37.8188906369], ""type"": ""Point""}",5309,101086
"-37.7953122151, 144.921279261","{""coordinates"": [144.921279261, -37.7953122151], ""type"": ""Point""}",5311,111405
"-37.8096799086, 144.9493167905","{""coordinates"": [144.9493167905, -37.8096799086], ""type"": ""Point""}",5324,108855
"-37.8110273611, 144.9489078014","{""coordinates"": [144.9489078014, -37.8110273611], ""type"": ""Point""}",5330,102953
"-37.7932260247, 144.9225885589","{""coordinates"": [144.9225885589, -37.7932260247], ""type"": ""Point""}",5333,110046
"-37.7925258641, 144.9247687012","{""coordinates"": [144.9247687012, -37.7925258641], ""type"": ""Point""}",5335,100941
"-37.8309774074, 144.9860541572","{""coordinates"": [144.9860541572, -37.8309774074], ""type"": ""Point""}",5381,102021
"-37.7907710137, 144.9280480234","{""coordinates"": [144.9280480234, -37.7907710137], ""type"": ""Point""}",5390,614591
"-37.8001789737, 144.9673254446","{""coordinates"": [144.9673254446, -37.8001789737], ""type"": ""Point""}",5392,106218
"-37.7953145572, 144.9478969736","{""coordinates"": [144.9478969736, -37.7953145572], ""type"": ""Point""}",5403,101848
"-37.806777674, 144.9668480377","{""coordinates"": [144.9668480377, -37.806777674], ""type"": ""Point""}",5408,109855
"-37.8170323936, 144.9597623025","{""coordinates"": [144.9597623025, -37.8170323936], ""type"": ""Point""}",5410,102124
"-37.7950896159, 144.920706736","{""coordinates"": [144.920706736, -37.7950896159], ""type"": ""Point""}",5438,558074
"-37.8038434546, 144.9424213047","{""coordinates"": [144.9424213047, -37.8038434546], ""type"": ""Point""}",5451,576309
"-37.7907907077, 144.9288612852","{""coordinates"": [144.9288612852, -37.7907907077], ""type"": ""Point""}",5466,614586
"-37.8039515565, 144.9676094281","{""coordinates"": [144.9676094281, -37.8039515565], ""type"": ""Point""}",5484,102636
"-37.7775222125, 144.9406850356","{""coordinates"": [144.9406850356, -37.7775222125], ""type"": ""Point""}",5489,606559
"-37.7961859573, 144.9748437981","{""coordinates"": [144.9748437981, -37.7961859573], ""type"": ""Point""}",5490,106948
"-37.8203367603, 144.9251181989","{""coordinates"": [144.9251181989, -37.8203367603], ""type"": ""Point""}",5501,562527
"-37.7914796522, 144.9280533209","{""coordinates"": [144.9280533209, -37.7914796522], ""type"": ""Point""}",5506,614608
"-37.8242988048, 144.9226101635","{""coordinates"": [144.9226101635, -37.8242988048], ""type"": ""Point""}",5513,110592
"-37.81755885, 144.9615323137","{""coordinates"": [144.9615323137, -37.81755885], ""type"": ""Point""}",5515,108063
"-37.804514848, 144.968204318","{""coordinates"": [144.968204318, -37.804514848], ""type"": ""Point""}",5524,510626
"-37.8015459867, 144.9464807482","{""coordinates"": [144.9464807482, -37.8015459867], ""type"": ""Point""}",5525,100652
"-37.7888771305, 144.9238594287","{""coordinates"": [144.9238594287, -37.7888771305], ""type"": ""Point""}",5526,617776
"-37.7968977411, 144.9671494353","{""coordinates"": [144.9671494353, -37.7968977411], ""type"": ""Point""}",5547,103129
"-37.831823068, 144.9872110926","{""coordinates"": [144.9872110926, -37.831823068], ""type"": ""Point""}",5548,100281
"-37.8065119865, 144.965645692","{""coordinates"": [144.965645692, -37.8065119865], ""type"": ""Point""}",5568,106079
"-37.7910486318, 144.9306735199","{""coordinates"": [144.9306735199, -37.7910486318], ""type"": ""Point""}",5574,615005
"-37.8016861377, 144.9495682805","{""coordinates"": [144.9495682805, -37.8016861377], ""type"": ""Point""}",5579,110664
"-37.7956912096, 144.9275132111","{""coordinates"": [144.9275132111, -37.7956912096], ""type"": ""Point""}",5594,104410
"-37.7947325002, 144.9466571262","{""coordinates"": [144.9466571262, -37.7947325002], ""type"": ""Point""}",5595,500167
"-37.8117634272, 144.9513788332","{""coordinates"": [144.9513788332, -37.8117634272], ""type"": ""Point""}",5612,105109
"-37.835754132, 144.9768100298","{""coordinates"": [144.9768100298, -37.835754132], ""type"": ""Point""}",5613,100586
"-37.7926802522, 144.9291346704","{""coordinates"": [144.9291346704, -37.7926802522], ""type"": ""Point""}",5625,616903
"-37.7892906626, 144.9316276362","{""coordinates"": [144.9316276362, -37.7892906626], ""type"": ""Point""}",5626,615805
"-37.7928568311, 144.9335140888","{""coordinates"": [144.9335140888, -37.7928568311], ""type"": ""Point""}",5631,615735
"-37.8137502277, 144.9849754556","{""coordinates"": [144.9849754556, -37.8137502277], ""type"": ""Point""}",5632,104979
