Geo Point,Geo Shape,OBJECTID,NeworkID
"-37.81579831435, 144.97162614265","{""coordinates"": [[144.9715766341, -37.8157200031], [144.9716756512, -37.8158766256]], ""type"": ""LineString""}",53065,
"-37.81252001360674, 144.96682144843285","{""coordinates"": [[144.966765085, -37.8124465905], [144.9668730544, -37.8125871557], [144.9668768059, -37.8125940893]], ""type"": ""LineString""}",53066,
"-37.8102799703381, 144.9661440827633","{""coordinates"": [[144.9666318792, -37.8099999746], [144.9660056314, -37.8103580645], [144.9659534069, -37.8103893885], [144.9658544562, -37.8104483689], [144.9658455873, -37.8104527531], [144.9656572682, -37.8105616296]], ""type"": ""LineString""}",53070,
"-37.7986439011, 144.97123399825","{""coordinates"": [[144.9712537081, -37.7986047298], [144.9712142884, -37.7986830724]], ""type"": ""LineString""}",53071,
"-37.79743902965, 144.9508798981","{""coordinates"": [[144.9507928484, -37.7974302096], [144.9509669478, -37.7974478497]], ""type"": ""LineString""}",53089,
"-37.79963304638917, 144.93087170954553","{""coordinates"": [[144.9313794142, -37.7996950363], [144.9306421607, -37.7996057089], [144.9303643208, -37.7995685768]], ""type"": ""LineString""}",53092,
"-37.801379778400005, 144.94550559705","{""coordinates"": [[144.945575213, -37.801387941], [144.9454359811, -37.8013716158]], ""type"": ""LineString""}",53095,
"-37.82382287015429, 144.9456976720394","{""coordinates"": [[144.9463877362, -37.8239426029], [144.9463297538, -37.8239363197], [144.9450081604, -37.8236992919]], ""type"": ""LineString""}",53120,
"-37.793369904049996, 144.94448598044997","{""coordinates"": [[144.9444943488, -37.7934865339], [144.9444776121, -37.7932532742]], ""type"": ""LineString""}",53127,
"-37.7889279864, 144.9330651892","{""coordinates"": [[144.9329798565, -37.7889212773], [144.9331505219, -37.7889346955]], ""type"": ""LineString""}",53135,
"-37.79408895495, 144.9207474673","{""coordinates"": [[144.9206986502, -37.7940586698], [144.9207962844, -37.7941192401]], ""type"": ""LineString""}",53147,
"-37.83321128205, 144.9853568583","{""coordinates"": [[144.9853798554, -37.8333871157], [144.9853338612, -37.8330354484]], ""type"": ""LineString""}",53157,
"-37.836915574849996, 144.98402456604998","{""coordinates"": [[144.9839091897, -37.8368762377], [144.9841399424, -37.836954912]], ""type"": ""LineString""}",53165,
"-37.79576629660237, 144.96541824937233","{""coordinates"": [[144.9654511593, -37.7957271755], [144.9653943556, -37.7957939024], [144.9653883938, -37.7958073387]], ""type"": ""LineString""}",53182,
"-37.79135051615, 144.93577123075","{""coordinates"": [[144.9357372204, -37.7910506871], [144.9358052411, -37.7916503452]], ""type"": ""LineString""}",53191,
"-37.7943893271, 144.91849422585","{""coordinates"": [[144.9185648645, -37.7943441184], [144.9184235872, -37.7944345358]], ""type"": ""LineString""}",53207,
"-37.803051122499994, 144.94323033875","{""coordinates"": [[144.9433018704, -37.8030578501], [144.9431588071, -37.8030443949]], ""type"": ""LineString""}",53211,
"-37.804160074500004, 144.9529875833","{""coordinates"": [[144.9530319091, -37.804164871], [144.9529432575, -37.804155278]], ""type"": ""LineString""}",53219,
"-37.807476015649996, 144.9525851085","{""coordinates"": [[144.9525977074, -37.8075542855], [144.9525725096, -37.8073977458]], ""type"": ""LineString""}",53231,
"-37.80785120261205, 144.95666741819636","{""coordinates"": [[144.9565395022, -37.8078373617], [144.9566690517, -37.8078519739], [144.9567628186, -37.807860531], [144.9567953457, -37.8078648236]], ""type"": ""LineString""}",53236,
"-37.8107295059, 144.98905984139998","{""coordinates"": [[144.9889757165, -37.810798783], [144.9891439663, -37.8106602288]], ""type"": ""LineString""}",53237,
"-37.79960366815339, 144.9307366038168","{""coordinates"": [[144.9311089545, -37.7996380441], [144.9305502783, -37.7995866466], [144.9303643208, -37.7995685768]], ""type"": ""LineString""}",53250,
"-37.81057437652656, 144.9629891135071","{""coordinates"": [[144.9629542565, -37.8104165401], [144.9629689611, -37.8104776049], [144.9629803134, -37.8105165708], [144.9630189447, -37.8107333159]], ""type"": ""LineString""}",53258,
"-37.810658651250876, 144.96266382739154","{""coordinates"": [[144.9623066798, -37.8105845254], [144.9626168962, -37.8106521285], [144.962668927, -37.8106562144], [144.9628924622, -37.8107030508], [144.9628955581, -37.8107096821], [144.9630189447, -37.8107333159]], ""type"": ""LineString""}",53260,
"-37.81791468784168, 144.96606030861116","{""coordinates"": [[144.9660444745, -37.8179640862], [144.9660656507, -37.8179036668], [144.9660614051, -37.8178970581], [144.9660774129, -37.8178669173]], ""type"": ""LineString""}",53262,
"-37.81450861041877, 144.93958964243674","{""coordinates"": [[144.9394749223, -37.8142943918], [144.9395844244, -37.8144986942], [144.9397042253, -37.8147229025]], ""type"": ""LineString""}",53282,
"-37.79165310445, 144.92290127485","{""coordinates"": [[144.9228112176, -37.7916283947], [144.9229913321, -37.7916778142]], ""type"": ""LineString""}",53295,
"-37.81982314781242, 144.95637472023535","{""coordinates"": [[144.9561476758, -37.8197617568], [144.9564130121, -37.8198333683], [144.9566016836, -37.8198848376]], ""type"": ""LineString""}",53313,
"-37.82902549035, 144.9708385735","{""coordinates"": [[144.9709701325, -37.8289252699], [144.9707070145, -37.8291257108]], ""type"": ""LineString""}",53324,
"-37.83027701813805, 144.90174299360763","{""coordinates"": [[144.9015267032, -37.8304263433], [144.9018328662, -37.8302149141], [144.9019593747, -37.8301278245]], ""type"": ""LineString""}",53327,
"-37.8103605613993, 144.96300226771146","{""coordinates"": [[144.9629804455, -37.8099881233], [144.9629948588, -37.8101672003], [144.9630189447, -37.8107333159]], ""type"": ""LineString""}",53331,
"-37.7930428693944, 144.92065818359947","{""coordinates"": [[144.9203279538, -37.793254974], [144.9203819204, -37.7932208803], [144.920448292, -37.7931789493], [144.9205027903, -37.7931445226], [144.920557231, -37.7931101218], [144.920611683, -37.7930757213], [144.920986027, -37.7928270813]], ""type"": ""LineString""}",53343,
"-37.818220688922125, 144.98932523317026","{""coordinates"": [[144.9893167323, -37.8183814798], [144.9893308723, -37.8181317171], [144.9893295494, -37.8180598182]], ""type"": ""LineString""}",53345,
"-37.8037395641, 144.96617144605","{""coordinates"": [[144.9662372688, -37.8037460458], [144.9661056233, -37.8037330824]], ""type"": ""LineString""}",53356,
"-37.810380946079135, 144.9629764530121","{""coordinates"": [[144.9629312541, -37.8100289067], [144.9629903423, -37.8104814786], [144.9630189447, -37.8107333159]], ""type"": ""LineString""}",53357,
"-37.80667706035, 144.9418217584","{""coordinates"": [[144.9417450808, -37.8063148527], [144.941898436, -37.807039268]], ""type"": ""LineString""}",53358,
"-37.81084655944763, 144.96518753325864","{""coordinates"": [[144.9646717636, -37.8110354017], [144.9654147622, -37.810763272], [144.9657034073, -37.8106580028]], ""type"": ""LineString""}",53363,
"-37.80960327731623, 144.95068046148165","{""coordinates"": [[144.9507563565, -37.8096899233], [144.9506196408, -37.8095337991], [144.9506043581, -37.8095168163]], ""type"": ""LineString""}",53367,
"-37.81061824289216, 144.96584041032156","{""coordinates"": [[144.9660228673, -37.8106770273], [144.9658397998, -37.8106168565], [144.9656572682, -37.8105616296]], ""type"": ""LineString""}",53369,
"-37.81074262369056, 144.9660449913994","{""coordinates"": [[144.9664336295, -37.8109216721], [144.9657988068, -37.810629639], [144.9656572682, -37.8105616296]], ""type"": ""LineString""}",53372,
"-37.79451776845, 144.9294470727","{""coordinates"": [[144.9294490875, -37.7944542495], [144.9294450579, -37.7945812874]], ""type"": ""LineString""}",53381,
"-37.81997753245, 144.95611055314998","{""coordinates"": [[144.956041086, -37.8197920874], [144.9561800203, -37.8201629775]], ""type"": ""LineString""}",53383,
"-37.79541169615, 144.9478153074","{""coordinates"": [[144.9477336412, -37.7955088351], [144.9478969736, -37.7953145572]], ""type"": ""LineString""}",53389,
"-37.8135042726, 144.979121055","{""coordinates"": [[144.9777863918, -37.8140469165], [144.9804557182, -37.8129616287]], ""type"": ""LineString""}",53397,
"-37.80833420305, 144.94938574415","{""coordinates"": [[144.9493208129, -37.8082596491], [144.9494506754, -37.808408757]], ""type"": ""LineString""}",53399,
"-37.81107977998841, 144.9631656759688","{""coordinates"": [[144.9633099706, -37.8114272164], [144.9632770104, -37.8113406921], [144.9631513756, -37.8110463035], [144.9630189447, -37.8107333159]], ""type"": ""LineString""}",53411,
"-37.811398831000005, 144.9901885165","{""coordinates"": [[144.9902199811, -37.8112880182], [144.9901570519, -37.8115096438]], ""type"": ""LineString""}",53412,
"-37.80850592255, 144.95135964295","{""coordinates"": [[144.9513454385, -37.8084872644], [144.9513738474, -37.8085245807]], ""type"": ""LineString""}",53424,
"-37.8136646794, 144.96214847095","{""coordinates"": [[144.9621190554, -37.813655442], [144.9621778865, -37.8136739168]], ""type"": ""LineString""}",53426,
"-37.8078786234217, 144.9569090186154","{""coordinates"": [[144.9570227569, -37.8078918691], [144.9569303704, -37.8078814437], [144.9567953457, -37.8078648236]], ""type"": ""LineString""}",53437,
"-37.81770683845, 144.98076135795","{""coordinates"": [[144.980788854, -37.817631502], [144.9807338619, -37.8177821749]], ""type"": ""LineString""}",53440,
"-37.8155924805452, 144.9645174252091","{""coordinates"": [[144.9646065645, -37.8155662806], [144.9645580244, -37.815580347], [144.9644283604, -37.8156189341]], ""type"": ""LineString""}",53447,
"-37.81327812512872, 144.9380487067238","{""coordinates"": [[144.9375208173, -37.8130000702], [144.9381120642, -37.8133120385], [144.9381755755, -37.8133437886], [144.9385764019, -37.8135565398]], ""type"": ""LineString""}",53459,
"-37.84406848795, 144.97905470555","{""coordinates"": [[144.9787470495, -37.8440336774], [144.9793623616, -37.8441032985]], ""type"": ""LineString""}",53482,
"-37.8104524658375, 144.96598530720928","{""coordinates"": [[144.9663146158, -37.8103472973], [144.9661416589, -37.8103992818], [144.9656572682, -37.8105616296]], ""type"": ""LineString""}",53485,
"-37.79425423045, 144.92047316315","{""coordinates"": [[144.9204343258, -37.7942107705], [144.9205120005, -37.7942976904]], ""type"": ""LineString""}",53492,
"-37.8027900287, 144.9678408081","{""coordinates"": [[144.9679102214, -37.8027977344], [144.9677713948, -37.802782323]], ""type"": ""LineString""}",53506,
"-37.81055467996085, 144.96595248799247","{""coordinates"": [[144.9662476222, -37.8105447145], [144.9659446317, -37.8105564142], [144.9656572682, -37.8105616296]], ""type"": ""LineString""}",53511,
"-37.8285718171, 144.9661442532","{""coordinates"": [[144.9660250487, -37.8284690002], [144.9662634577, -37.828674634]], ""type"": ""LineString""}",53514,
"-37.79623292538187, 144.91653083665685","{""coordinates"": [[144.9171082825, -37.7958557015], [144.9165885388, -37.7962748715], [144.9158926565, -37.7964973982]], ""type"": ""LineString""}",53523,
"-37.7974416845, 144.92052606944998","{""coordinates"": [[144.9204852815, -37.7973816879], [144.9205668574, -37.7975016811]], ""type"": ""LineString""}",53532,
"-37.8100831198, 144.96898447914998","{""coordinates"": [[144.9690688186, -37.8101411513], [144.9689001397, -37.8100250883]], ""type"": ""LineString""}",53538,
"-37.80965704965, 144.97252389415002","{""coordinates"": [[144.9724567852, -37.809694967], [144.9725910031, -37.8096191323]], ""type"": ""LineString""}",53540,
"-37.79750775395, 144.93313829055","{""coordinates"": [[144.9330786926, -37.7974259619], [144.9331978885, -37.797589546]], ""type"": ""LineString""}",53556,
"-37.81063701382991, 144.96537607432293","{""coordinates"": [[144.9650959179, -37.8107160649], [144.9652008889, -37.8106845084], [144.9652508031, -37.8106695012], [144.9656572682, -37.8105616296]], ""type"": ""LineString""}",53569,
"-37.81109528086085, 144.9632235917512","{""coordinates"": [[144.9634243742, -37.8114592133], [144.963402597, -37.8114113357], [144.9630189447, -37.8107333159]], ""type"": ""LineString""}",53573,
"-37.81511176675853, 144.96303937063388","{""coordinates"": [[144.963126248, -37.8152568479], [144.9629786824, -37.8150100828], [144.9629515085, -37.8149672926]], ""type"": ""LineString""}",53575,
"-37.791889981599994, 144.92012160975","{""coordinates"": [[144.9201552421, -37.7918942352], [144.9200879774, -37.791885728]], ""type"": ""LineString""}",53578,
"-37.7983134488, 144.93289747609998","{""coordinates"": [[144.93311713, -37.7983029469], [144.9326778222, -37.7983239507]], ""type"": ""LineString""}",53590,
"-37.81474036280322, 144.96413907350686","{""coordinates"": [[144.9642263562, -37.8148939279], [144.9642027649, -37.8148429731], [144.9641759229, -37.8148032538], [144.9640489902, -37.814588122]], ""type"": ""LineString""}",53595,
"-37.837992611749996, 144.9851704276","{""coordinates"": [[144.9852563272, -37.8380773262], [144.985084528, -37.8379078973]], ""type"": ""LineString""}",53596,
"-37.8005364607, 144.95952968925002","{""coordinates"": [[144.9596285986, -37.8005475909], [144.9594307799, -37.8005253305]], ""type"": ""LineString""}",53618,
"-37.81559461878847, 144.9641885074574","{""coordinates"": [[144.9639483282, -37.8155737169], [144.9642118873, -37.815595099], [144.9644283604, -37.8156189341]], ""type"": ""LineString""}",53623,
"-37.8357731751, 144.9759029772","{""coordinates"": [[144.9757633509, -37.8358426882], [144.9760426035, -37.835703662]], ""type"": ""LineString""}",53624,
"-37.81834378756889, 144.98930082838635","{""coordinates"": [[144.9892751975, -37.8186281261], [144.9893017749, -37.8182961026], [144.9893163708, -37.8182139102], [144.9893295494, -37.8180598182]], ""type"": ""LineString""}",53625,
"-37.810889270522125, 144.9354781648961","{""coordinates"": [[144.9354466705, -37.8099274373], [144.9354945375, -37.8113459009], [144.9355042542, -37.8118512469]], ""type"": ""LineString""}",53659,
"-37.810656768539396, 144.9650989510226","{""coordinates"": [[144.9645405735, -37.8107514443], [144.9650647604, -37.8106643081], [144.9650835483, -37.8106571801], [144.9651326805, -37.8106500943], [144.9656572682, -37.8105616296]], ""type"": ""LineString""}",53671,
"-37.823829655702575, 144.94576184535507","{""coordinates"": [[144.9465160249, -37.8239565017], [144.9464580765, -37.8239502191], [144.9450081604, -37.8236992919]], ""type"": ""LineString""}",53679,
"-37.81048270751443, 144.96317870315912","{""coordinates"": [[144.963335727, -37.810230341], [144.9630893556, -37.8106276202], [144.9630189447, -37.8107333159]], ""type"": ""LineString""}",53685,
"-37.81044706588314, 144.96590312781578","{""coordinates"": [[144.9661481716, -37.8103308328], [144.9659756647, -37.8104139731], [144.9659659806, -37.8104167716], [144.9657478133, -37.8105209142], [144.9656572682, -37.8105616296]], ""type"": ""LineString""}",53697,
"-37.80072873595, 144.94359488285","{""coordinates"": [[144.9436938325, -37.8007714128], [144.9434959332, -37.8006860591]], ""type"": ""LineString""}",53702,
"-37.8050528257, 144.9464717574","{""coordinates"": [[144.94648592, -37.8049709374], [144.9464575948, -37.805134714]], ""type"": ""LineString""}",53718,
"-37.7989517866, 144.97153577005","{""coordinates"": [[144.9715420037, -37.7989980231], [144.9715295364, -37.7989055501]], ""type"": ""LineString""}",53730,
"-37.7926701532, 144.9232675117","{""coordinates"": [[144.9232158727, -37.7926123038], [144.9233191507, -37.7927280026]], ""type"": ""LineString""}",53740,
"-37.79207741497491, 144.9356334780689","{""coordinates"": [[144.9354642989, -37.7925052387], [144.9354668593, -37.7924915858], [144.9358052411, -37.7916503452]], ""type"": ""LineString""}",53767,
"-37.811215542, 144.9564571659","{""coordinates"": [[144.9563360421, -37.8111868075], [144.9565782897, -37.8112442765]], ""type"": ""LineString""}",53774,
