area,central_asset_id,feature_location,feature_type,site_class,site_name,type,json_ogc_wkt_crs,json_geometry,geo_point_2d
Golden Point,00213581,GOLDEN POINT LOOKOUT (SOV HILL LOOKOUT),PF-Path Lights,OS-Local,Golden Point Lookout,BOLLARD LIGHT,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8642973197, -37.5777443051], ""type"": ""Point""}","-37.5777443051, 143.8642973197"
Golden Point,00213586,GOLDEN POINT LOOKOUT (SOV HILL LOOKOUT),PF-Path Lights,OS-Local,Golden Point Lookout,BOLLARD LIGHT,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8642973058, -37.577826736], ""type"": ""Point""}","-37.577826736, 143.8642973058"
Golden Point,00213587,GOLDEN POINT LOOKOUT (SOV HILL LOOKOUT),PF-Path Lights,OS-Local,Golden Point Lookout,BOLLARD LIGHT,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8643836765, -37.577827161], ""type"": ""Point""}","-37.577827161, 143.8643836765"
Golden Point,00213588,GOLDEN POINT LOOKOUT (SOV HILL LOOKOUT),PF-Path Lights,OS-Local,Golden Point Lookout,BOLLARD LIGHT,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8644843656, -37.5778309318], ""type"": ""Point""}","-37.5778309318, 143.8644843656"
Sebastopol,00213671,Victory Park,PF-Pole Lights,OS-Neighbourhood,Victory Park,Single Square,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8381274447, -37.5928816078], ""type"": ""Point""}","-37.5928816078, 143.8381274447"
Wendouree,00213697,,PF-Street Light,OS-Neighbourhood,Weeramar Park,Downlight 2,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8233939609, -37.5319359632], ""type"": ""Point""}","-37.5319359632, 143.8233939609"
Wendouree,00213709,,PF-Street Light,OS-Neighbourhood,Weeramar Park,Downlight 2,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8231499984, -37.5315060377], ""type"": ""Point""}","-37.5315060377, 143.8231499984"
Wendouree,00213717,Wendouree West Recreation Reserve,PF-Street Light,OS-District,Wendouree West Recre,Small Streetlight,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.818988, -37.525624], ""type"": ""Point""}","-37.525624, 143.818988"
Ballarat Central,00213759,White Flat,PF-Street Light,OS-Neighbourhood,White Flat Oval Rese,Sodium 250W - Concre,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8568254457, -37.5679741878], ""type"": ""Point""}","-37.5679741878, 143.8568254457"
Golden Point,00213784,Brown Hill Reserve  (Progress Park),PF-Sports Ground Lig,OS-Regional,Yarrowee River Reser,Caged Light on Steel,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8964387102, -37.5515580411], ""type"": ""Point""}","-37.5515580411, 143.8964387102"
Ballarat East,00213816,Scott Parade Linear Reserve,PF-Pole Lights,No Code Allocated,Scott Parade,Light on Utilty Pole,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.869178, -37.559318], ""type"": ""Point""}","-37.559318, 143.869178"
Ballarat Central,00224936,,PF-Heritage Lighting,No Code Allocated,Sturt Street,,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.850352, -37.56081], ""type"": ""Point""}","-37.56081, 143.850352"
Ballarat Central,00225023,,PF-Heritage Lighting,No Code Allocated,Lydiard Street South,,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8571689991, -37.5648914229], ""type"": ""Point""}","-37.5648914229, 143.8571689991"
Ballarat Central,00225028,,PF-Heritage Lighting,No Code Allocated,Lydiard Street South,,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8573285207, -37.5650819697], ""type"": ""Point""}","-37.5650819697, 143.8573285207"
Ballarat Central,00225059,,PF-Heritage Lighting,No Code Allocated,Lydiard Street South,,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8565471208, -37.5657401612], ""type"": ""Point""}","-37.5657401612, 143.8565471208"
Ballarat Central,00225424,,PF-Pole Lights,R-Primary Access Roa,Bridge Mall,,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.863192, -37.562556], ""type"": ""Point""}","-37.562556, 143.863192"
Ballarat Central,00225429,,PF-Pole Lights,R-Primary Access Roa,Bridge Mall,,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.863132, -37.562574], ""type"": ""Point""}","-37.562574, 143.863132"
Ballarat Central,00225441,,PF-Pole Lights,R-Primary Access Roa,Bridge Mall,,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.86278, -37.5626], ""type"": ""Point""}","-37.5626, 143.86278"
Ballarat Central,00225444,,PF-Pole Lights,R-Primary Access Roa,Bridge Mall,,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.862324, -37.562536], ""type"": ""Point""}","-37.562536, 143.862324"
Ballarat Central,00225454,,PF-Pole Lights,R-Primary Access Roa,Bridge Mall,,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.861928, -37.562503], ""type"": ""Point""}","-37.562503, 143.861928"
Ballarat Central,00225458,,PF-Pole Lights,R-Primary Access Roa,Bridge Mall,,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.861839, -37.562406], ""type"": ""Point""}","-37.562406, 143.861839"
Ballarat Central,00225461,,PF-Pole Lights,R-Primary Access Roa,Bridge Mall,,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.86172, -37.562405], ""type"": ""Point""}","-37.562405, 143.86172"
Ballarat Central,00225488,,PF-Pole Lights,R-Primary Access Roa,Bridge Mall,,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.860956, -37.562374], ""type"": ""Point""}","-37.562374, 143.860956"
Ballarat Central,00225532,,PF-Heritage Lighting,No Code Allocated,Lydiard Street South,,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.857504, -37.563628], ""type"": ""Point""}","-37.563628, 143.857504"
Ballarat Central,00225558,,PF-Heritage Lighting,OS-Other,Phoenix Foundry Mall,Ornate Lamp,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.856078, -37.562613], ""type"": ""Point""}","-37.562613, 143.856078"
Ballarat Central,00225569,,PF-Heritage Lighting,OS-Other,Phoenix Foundry Mall,Ornate Lamp,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.856192, -37.562825], ""type"": ""Point""}","-37.562825, 143.856192"
Ballarat Central,00225578,,PF-Heritage Lighting,OS-Other,Phoenix Foundry Mall,Ornate Lamp,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.856016, -37.562893], ""type"": ""Point""}","-37.562893, 143.856016"
Ballarat Central,00225584,,PF-Heritage Lighting,OS-Other,Phoenix Foundry Mall,Ornate Lamp,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.855996, -37.563202], ""type"": ""Point""}","-37.563202, 143.855996"
Ballarat Central,00225589,,PF-Heritage Lighting,OS-Other,Phoenix Foundry Mall,Ornate Lamp,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.855998, -37.563344], ""type"": ""Point""}","-37.563344, 143.855998"
Ballarat Central,00225593,,PF-Heritage Lighting,No Code Allocated,Armstrong Street Sou,Ornate Lamp,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.855889, -37.563632], ""type"": ""Point""}","-37.563632, 143.855889"
Ballarat Central,00225594,,PF-Heritage Lighting,OS-Other,Phoenix Foundry Mall,Ornate Lamp,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.856105, -37.563324], ""type"": ""Point""}","-37.563324, 143.856105"
Alfredton,00227590,Fair,PF-Path Lights,R-Primary Access Roa,Learmonth Street ser,Public Space Light,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.813292, -37.553792], ""type"": ""Point""}","-37.553792, 143.813292"
Alfredton,00227592,Fair,PF-Path Lights,R-Primary Access Roa,Learmonth Street ser,Public Space Light,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.813426, -37.553737], ""type"": ""Point""}","-37.553737, 143.813426"
Alfredton,00227599,Fair,PF-Path Lights,R-Primary Access Roa,Learmonth Street ser,Public Space Light,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.813324, -37.553665], ""type"": ""Point""}","-37.553665, 143.813324"
Alfredton,00227602,Fair,PF-Path Lights,R-Primary Access Roa,Learmonth Street ser,Public Space Light,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.813265, -37.553707], ""type"": ""Point""}","-37.553707, 143.813265"
Alfredton,00233982,,PF-Sports Ground Lig,OS-District,Alfredton Recreation,,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.798192, -37.556846], ""type"": ""Point""}","-37.556846, 143.798192"
Alfredton,00233986,,PF-Sports Ground Lig,OS-District,Alfredton Recreation,,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.798052, -37.557839], ""type"": ""Point""}","-37.557839, 143.798052"
Alfredton,00233988,,PF-Sports Ground Lig,OS-District,Alfredton Recreation,,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.799611, -37.558137], ""type"": ""Point""}","-37.558137, 143.799611"
Lake Wendouree,00235755,Bollard,PF-Path Lights,OS-State,Lake Wendouree Reser,Bollard,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.82252594, -37.55173401], ""type"": ""Point""}","-37.55173401, 143.82252594"
Ballarat Central,00248043,,PF-Street Light,No Code Allocated,Lydiard Street South,,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.857462, -37.562665], ""type"": ""Point""}","-37.562665, 143.857462"
Ballarat Central,00290683,Western Oval - South East Corner,PF-Sports Ground Lig,OS-District,Western Oval Reserve,Two Circular Bowl,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.839729, -37.565892], ""type"": ""Point""}","-37.565892, 143.839729"
Lake Wendouree,00319358,LLP 2023,PF-Path Lights,OS-State,Lake Wendouree Reser,Pole,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.83073124, -37.54349064], ""type"": ""Point""}","-37.54349064, 143.83073124"
Lake Wendouree,00319359,LLP 2023,PF-Path Lights,OS-State,Lake Wendouree Reser,Pole,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.83142388, -37.54358163], ""type"": ""Point""}","-37.54358163, 143.83142388"
Lake Wendouree,00319360,LLP 2023,PF-Path Lights,OS-State,Lake Wendouree Reser,Pole,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.83172826, -37.54360503], ""type"": ""Point""}","-37.54360503, 143.83172826"
Lake Wendouree,00319362,LLP 2023,PF-Path Lights,OS-State,Lake Wendouree Reser,Pole,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8324155, -37.54365561], ""type"": ""Point""}","-37.54365561, 143.8324155"
Lake Wendouree,00319363,LLP 2023,PF-Path Lights,OS-State,Lake Wendouree Reser,Pole,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.83307196, -37.54375659], ""type"": ""Point""}","-37.54375659, 143.83307196"
Lake Wendouree,00319377,LLP 2023,PF-Path Lights,OS-State,Lake Wendouree Reser,,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4326""]]","{""coordinates"": [143.8333569, -37.54369791], ""type"": ""Point""}","-37.54369791, 143.8333569"
